reporting_week,reporting_month,reporting_quarter,reporting_year,product_group_l1,product_name,product,region,country,channel,channel_type,customer_segment,acquisition_channel,customer_type,volume,revenue
2025-10-13,2025-10-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,818038,234379
2025-10-13,2025-10-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,310980,90605
2025-10-13,2025-10-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,196413,37706
2025-10-13,2025-10-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,137348,27841
2025-10-13,2025-10-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,79669,16664
2025-10-13,2025-10-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,31634,6281
2025-10-13,2025-10-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,1544874,542209
2025-10-13,2025-10-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,1101313,372715
2025-10-13,2025-10-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,607372,219813
2025-10-13,2025-10-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,232778,78661
2025-10-13,2025-10-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1584842,458437
2025-10-13,2025-10-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1091862,290879
2025-10-13,2025-10-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,625762,172977
2025-10-13,2025-10-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,272458,76657
2025-10-20,2025-10-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,2268006,687819
2025-10-20,2025-10-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1429132,410156
2025-10-20,2025-10-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,856132,247100
2025-10-20,2025-10-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,343440,97992
2025-10-20,2025-10-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,225549,47135
2025-10-20,2025-10-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,136005,26226
2025-10-20,2025-10-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,79794,15183
2025-10-20,2025-10-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,32786,6275
2025-10-20,2025-10-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,1681554,615479
2025-10-20,2025-10-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,1144901,397377
2025-10-20,2025-10-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,673687,246171
2025-10-20,2025-10-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,236031,81632
2025-10-20,2025-10-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1720625,478082
2025-10-20,2025-10-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1044463,307000
2025-10-20,2025-10-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,652412,182147
2025-10-20,2025-10-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,244469,70920
2025-10-27,2025-10-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,2104549,637671
2025-10-27,2025-10-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1370899,415732
2025-10-27,2025-10-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,918750,281361
2025-10-27,2025-10-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,331174,103659
2025-10-27,2025-10-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,211676,40715
2025-10-27,2025-10-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,137291,27211
2025-10-27,2025-10-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,85823,16746
2025-10-27,2025-10-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,32375,6745
2025-10-27,2025-10-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,1660717,553172
2025-10-27,2025-10-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,1103905,403324
2025-10-27,2025-10-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,658652,226381
2025-10-27,2025-10-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,269900,94680
2025-10-27,2025-10-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1640829,478334
2025-10-27,2025-10-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1051823,284979
2025-10-27,2025-10-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,708313,206842
2025-10-27,2025-10-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,242705,67864
2025-11-03,2025-11-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,2165751,634787
2025-11-03,2025-11-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1434911,440717
2025-11-03,2025-11-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,864318,253679
2025-11-03,2025-11-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,337106,99310
2025-11-03,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,205035,42356
2025-11-03,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,140886,27305
2025-11-03,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,82055,15961
2025-11-03,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,31027,6015
2025-11-03,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,1475894,497232
2025-11-03,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,1069312,374035
2025-11-03,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,656234,237523
2025-11-03,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,225466,82343
2025-11-03,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1536294,415561
2025-11-03,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,998653,281494
2025-11-03,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,610034,165325
2025-11-03,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,254898,68970
2025-11-10,2025-11-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1978011,574440
2025-11-10,2025-11-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1455989,457701
2025-11-10,2025-11-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,804605,231698
2025-11-10,2025-11-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,323054,97317
2025-11-10,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,199354,40229
2025-11-10,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,137539,28237
2025-11-10,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,77289,15065
2025-11-10,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,29616,5717
2025-11-10,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,1703145,625048
2025-11-10,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,1058911,365852
2025-11-10,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,641344,216544
2025-11-10,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,234784,78098
2025-11-10,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1663850,457376
2025-11-10,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1032524,295360
2025-11-10,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,683395,190068
2025-11-10,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,269562,76704
2025-11-17,2025-11-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,2227389,646362
2025-11-17,2025-11-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1439435,426878
2025-11-17,2025-11-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,840382,244246
2025-11-17,2025-11-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,314750,89709
2025-11-17,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,204015,39527
2025-11-17,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,133809,27957
2025-11-17,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,79425,15758
2025-11-17,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,30194,5784
2025-11-17,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,1530347,539859
2025-11-17,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,1045689,362022
2025-11-17,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,688420,244818
2025-11-17,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,242419,81868
2025-11-17,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1637623,472759
2025-11-17,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1094486,312672
2025-11-17,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,624089,177995
2025-11-17,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,246509,70984
2025-11-24,2025-11-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,2183521,646600
2025-11-24,2025-11-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1379706,415748
2025-11-24,2025-11-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,839205,248369
2025-11-24,2025-11-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,310526,89722
2025-11-24,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,187989,38312
2025-11-24,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,135281,25915
2025-11-24,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,73910,14979
2025-11-24,2025-11-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,32154,6296
2025-11-24,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,1588809,537743
2025-11-24,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,996019,362771
2025-11-24,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,690679,243867
2025-11-24,2025-11-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,250090,90324
2025-11-24,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1777406,490106
2025-11-24,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1113479,300432
2025-11-24,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,673253,192535
2025-11-24,2025-11-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,245070,67663
2025-12-01,2025-12-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,2201871,639349
2025-12-01,2025-12-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1392357,420761
2025-12-01,2025-12-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,773160,225613
2025-12-01,2025-12-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,311143,92395
2025-12-01,2025-12-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,192420,38283
2025-12-01,2025-12-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,137779,26277
2025-12-01,2025-12-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,81269,16338
2025-12-01,2025-12-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,30242,5828
2025-12-01,2025-12-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,1569126,538430
2025-12-01,2025-12-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,1143346,412125
2025-12-01,2025-12-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,619937,225997
2025-12-01,2025-12-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,261199,91374
2025-12-01,2025-12-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1687849,492500
2025-12-01,2025-12-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1112957,300947
2025-12-01,2025-12-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,629842,168814
2025-12-01,2025-12-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,245244,66990
2025-12-08,2025-12-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,2229518,654317
2025-12-08,2025-12-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1370786,395620
2025-12-08,2025-12-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,778482,225369
2025-12-08,2025-12-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,342174,100586
2025-12-08,2025-12-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,187638,35996
2025-12-08,2025-12-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,137565,26759
2025-12-08,2025-12-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,75264,15238
2025-12-08,2025-12-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,31356,6579
2025-12-08,2025-12-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,1606814,579649
2025-12-08,2025-12-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,1029546,359732
2025-12-08,2025-12-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,682426,236731
2025-12-08,2025-12-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,259066,92386
2025-12-08,2025-12-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1703809,491451
2025-12-08,2025-12-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1116858,310785
2025-12-08,2025-12-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,634995,170701
2025-12-08,2025-12-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,246485,68075
2025-12-15,2025-12-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,2229159,678728
2025-12-15,2025-12-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1277431,378085
2025-12-15,2025-12-01,2025-Q4,2025,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,802977,235904
2025-12-15,2025-12-01,2025-Q4,2025,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,317439,93893
2025-12-15,2025-12-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,177532,35628
2025-12-15,2025-12-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,137057,27647
2025-12-15,2025-12-01,2025-Q4,2025,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,73814,14137
2025-12-15,2025-12-01,2025-Q4,2025,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,31807,6215
2025-12-15,2025-12-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,1597975,575330
2025-12-15,2025-12-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,1114513,405878
2025-12-15,2025-12-01,2025-Q4,2025,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,624028,221118
2025-12-15,2025-12-01,2025-Q4,2025,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,259604,94893
2025-12-15,2025-12-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1644505,462400
2025-12-15,2025-12-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1026946,278404
2025-12-15,2025-12-01,2025-Q4,2025,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,679579,198240
2025-12-15,2025-12-01,2025-Q4,2025,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,241272,68306
